UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,install_date,idle_time,cycle_time
280,L47459,L,298,308.1,1819,23.4,78,0,0,0,0,0,0,06-12-2020,26,36.31
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,05-11-2016,55,295.36
282,L47461,L,298.1,308,1626,36.5,83,0,0,0,0,0,0,11-01-2023,16,290.62
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,02-04-2016,95,199.76
284,L47463,L,298.2,308.2,1469,43,88,0,0,0,0,0,0,08-12-2015,13,285.39
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,04-10-2021,58,279.48
286,L47465,L,298.2,308.3,1568,36,92,0,0,0,0,0,0,14-09-2023,86,295.71
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,30-12-2016,83,35.35
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,12-04-2015,96,179.35
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,16-10-2020,105,237.69
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10-12-2021,114,23.05
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,05-10-2016,47,167.48
292,L47471,L,298,308.3,1473,42.6,107,0,0,0,0,0,0,13-02-2017,95,58.78
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,25-01-2016,41,32.44
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,07-08-2015,94,179.78
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,15-07-2018,13,57.36
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10-01-2020,13,271.23
297,L47476,L,298,308.5,1395,46.2,122,0,0,0,0,0,0,28-05-2019,10,211.06
298,L47477,L,298,308.5,1713,25.3,124,0,0,0,0,0,0,23-03-2019,49,252.42
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,17-03-2016,40,81.08
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,11-11-2020,4,84.28
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,12-08-2023,0,83.54
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,18-01-2020,91,62.15
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,13-01-2019,36,226.27
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,19-04-2015,29,116.93
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,11-12-2016,6,208.1
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,27-05-2022,70,214.68
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,29-11-2022,25,34.97
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,06-03-2021,69,205.98
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,30-06-2024,10,24.49
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,13-10-2020,98,293.59
311,H29724,H,298,308.6,1526,41.8,160,0,0,0,0,0,0,18-06-2018,49,26.79
312,M15171,M,298,308.6,1453,44.1,165,0,0,0,0,0,0,17-12-2021,59,72.9
313,L47492,L,297.9,308.6,1468,36,168,0,0,0,0,0,0,24-04-2018,52,288.04
314,L47493,L,298,308.6,1313,50.8,170,0,0,0,0,0,0,01-02-2024,82,123.39
315,M15174,M,297.9,308.5,1300,53,172,0,0,0,0,0,0,02-09-2021,41,250.57
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,20-05-2022,68,80.53
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,17-01-2022,44,208.9
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,18-12-2016,20,29.27
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,12-03-2024,70,283.02
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,24-11-2015,24,75.63
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,19-03-2024,30,164.52
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,24-01-2024,86,214.27
323,L47502,L,297.8,308.5,1448,40,192,0,0,0,0,0,0,13-06-2017,14,291.71
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,25-03-2018,107,48.03
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,07-04-2022,79,39.78
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,02-01-2023,25,222.22
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,03-12-2021,34,140.41
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,09-07-2020,115,62.67
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,03-09-2016,12,299.11
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,27-10-2017,66,250.42
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,22-06-2024,0,28.4
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10-08-2021,63,141.17
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,06-03-2022,72,275.75
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,05-07-2021,35,162.58
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,08-12-2020,102,232.37
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,22-03-2017,14,106.96
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,11-04-2015,108,202.04
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,16-10-2019,3,93.11
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,22-10-2015,67,25.89
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,11-09-2021,83,189.17
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,11-12-2024,92,69.54
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,16-02-2015,0,134.28
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,01-02-2023,113,246.62
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,01-04-2020,98,250.51
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,20-12-2019,85,216.11
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,11-03-2019,51,286.89
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,09-12-2019,95,137.24
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10-05-2024,100,182.83
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,19-01-2022,3,175.94
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,06-06-2024,32,78.66
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,28-11-2023,39,84.26
352,M15211,M,297.6,308.4,1611,31,48,0,0,0,0,0,0,30-09-2022,118,179.86
353,M15212,M,297.6,308.4,1507,46,51,0,0,0,0,0,0,10-07-2017,57,140.38
354,H29767,H,297.5,308.3,1674,30,54,0,0,0,0,0,0,30-01-2015,102,117.32
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,27-11-2019,1,219.35
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,23-07-2021,19,47.07
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,23-07-2018,55,61.81
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,17-09-2023,52,178.98
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,19-08-2022,34,93.41
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,12-09-2015,100,31.89
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,06-10-2023,86,152.77
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,02-05-2019,59,172.19
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,18-05-2015,31,189.47
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,03-07-2024,5,52.56
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,05-05-2016,38,141.58
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,09-10-2024,63,188.66
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,18-05-2016,69,105.81
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,07-11-2021,84,152.96
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,04-10-2021,22,193.65
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,11-10-2020,2,140.47
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,19-08-2015,111,224.89
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,14-01-2015,83,280.89
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,15-04-2018,55,189.44
374,L47553,L,297.4,308.3,1412,42,111,0,0,0,0,0,0,24-10-2015,93,286.4
375,L47554,L,297.4,308.3,1431,43,113,0,0,0,0,0,0,17-05-2023,36,155.33
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,05-04-2024,98,270.41
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,04-02-2024,10,296.91
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,29-04-2024,53,243.3
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10-02-2018,107,28.29
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,06-03-2024,90,287.27
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,05-05-2022,98,270.07
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,18-02-2020,1,191.25
383,L47562,L,297.5,308.5,1335,48,131,0,0,0,0,0,0,20-10-2024,26,25.33
384,M15243,M,297.5,308.6,1842,27,133,0,0,0,0,0,0,27-06-2023,64,138.26
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,07-02-2017,30,196.18
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,27-11-2020,15,150.91
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,09-10-2024,119,73.72
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,26-11-2023,0,160.42
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,10-07-2021,99,175.1
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,14-11-2022,25,154.35
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,22-07-2023,39,154.41
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,17-02-2016,23,76.58
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,08-08-2016,101,197.38
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,16-01-2018,8,271.9
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,13-09-2020,57,49.71
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,18-07-2015,77,97.05
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,19-02-2021,60,161.36
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,13-08-2021,53,43.49
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,27-04-2022,17,161.07
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,09-12-2016,73,100
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,17-06-2024,25,44.59
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,31-10-2018,69,126.1
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,13-04-2020,59,95.67
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,28-12-2016,70,214.49
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,08-08-2015,11,66.01
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,12-11-2018,11,66.83
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,10-05-2021,87,299.43
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,12-11-2024,37,291.11
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,02-05-2018,44,272.75
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,21-10-2019,79,189.69
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,01-09-2019,9,183.43
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,14-04-2022,97,96.02
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,28-03-2024,65,170
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,13-05-2017,48,81.12
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,23-02-2016,108,112.06
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,30-04-2023,1,150.18
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,05-09-2016,29,288.01
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,20-06-2023,29,189.72
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,19-04-2017,90,256.02
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,08-11-2023,27,176.96
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,15-07-2021,47,114.7
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,06-01-2020,64,31.26
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,05-04-2022,66,37.04
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,04-12-2017,114,133.36
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,22-06-2019,58,248.35
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,08-06-2020,56,208.18
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,16-11-2023,101,259.18
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,26-10-2021,112,87.57
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11-01-2021,116,113.52
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,18-07-2019,77,231.91
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,26-11-2020,48,47.4
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,23-03-2017,77,49.44
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,27-11-2015,106,64.94
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10-01-2017,93,228.22
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,26-09-2017,39,240.02
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,31-05-2015,4,148.74
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,19-03-2018,107,269.22
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,15-02-2023,56,67.74
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,22-08-2023,24,186.02
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,08-02-2024,113,244.27
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,30-08-2023,75,83.99
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,05-06-2015,114,82.92
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,28-04-2020,89,134.05
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,20-01-2020,74,126.34
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,02-08-2021,83,102.31
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,26-09-2022,95,170.58
447,L47626,L,297.5,308.6,1452,39,72,0,0,0,0,0,0,04-04-2023,60,198.92
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11-10-2022,38,180.27
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,05-08-2023,85,170.16
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,22-01-2023,75,182.27
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,20-01-2018,85,96.58
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,22-12-2023,82,49.86
453,M15312,M,297.4,308.6,1643,31,89,0,0,0,0,0,0,23-04-2023,89,257.46
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,21-09-2021,57,121.92
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,01-01-2018,82,214.63
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,16-12-2019,117,81.69
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,13-05-2018,72,66.1
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,06-05-2017,87,297.84
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,08-06-2022,48,149.73
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,30-03-2016,47,232.93
461,H29874,H,297.3,308.6,1431,42,109,0,0,0,0,0,0,03-09-2022,34,68.32
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,20-10-2020,10,69.48
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,21-12-2019,86,97.98
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,30-01-2020,85,77.44
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,15-01-2016,16,293.7
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,07-03-2016,16,227.6
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,16-06-2018,37,81.04
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,20-08-2022,4,97.22
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,14-10-2022,43,143.73
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,05-08-2024,52,91.59
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,17-01-2016,57,179.15
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,18-12-2023,100,184.76
473,M15332,M,297.4,309,1497,41.8,144,0,0,0,0,0,0,03-08-2016,84,89.76
474,M15333,M,297.4,309,1520,37,147,0,0,0,0,0,0,26-05-2018,71,41.58
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,21-11-2016,92,267.03
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,06-01-2020,34,168.29
477,L47656,L,297.4,309,1570,37.9,154,0,0,0,0,0,0,21-01-2020,103,51.57
478,H29891,H,297.4,309,1468,41.4,156,0,0,0,0,0,0,27-07-2023,70,34.82
479,L47658,L,297.4,309,1833,22.6,161,0,0,0,0,0,0,23-03-2023,114,30.53
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,22-10-2021,3,48.6
481,L47660,L,297.4,309,1583,32,166,0,0,0,0,0,0,01-02-2018,106,236.4
482,M15341,M,297.3,309,1556,39.5,168,0,0,0,0,0,0,08-03-2017,34,170.42
483,L47662,L,297.3,309,1548,37.4,171,0,0,0,0,0,0,17-02-2020,33,210.65
484,L47663,L,297.4,309,1324,56.9,173,0,0,0,0,0,0,03-06-2015,48,107.73
485,L47664,L,297.4,309,1568,33.7,175,0,0,0,0,0,0,14-11-2022,42,210.75
486,M15345,M,297.4,309,1685,30.7,177,0,0,0,0,0,0,17-06-2019,77,73.74
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,04-10-2021,100,186.35
488,M15347,M,297.4,309.1,1463,35,183,0,0,0,0,0,0,26-05-2021,30,123.84
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,24-04-2021,35,145.6
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,24-03-2024,14,210.41
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,07-05-2017,118,266.94
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,31-07-2023,75,121.35
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11-05-2018,16,163.16
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,25-02-2015,30,283.92
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,27-03-2018,3,60.56
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,30-09-2024,9,132.52
497,M15356,M,297.5,309.2,1530,40,206,0,0,0,0,0,0,03-02-2022,78,196.46
498,L47677,L,297.4,309,1505,39.2,209,0,0,0,0,0,0,12-11-2022,84,81
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,30-03-2024,17,255.14
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,16-06-2020,90,105.32
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,14-03-2023,77,107.32
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,14-02-2019,57,103.48
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,29-03-2020,12,260.44
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,18-03-2018,92,286.53
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,05-01-2019,29,269.99
506,L47685,L,297.6,309.3,1610,35,6,0,0,0,0,0,0,25-04-2022,27,58.49
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,09-06-2024,96,70.98
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,17-03-2024,107,94.35
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,10-12-2017,116,210.42
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,12-06-2023,10,257.43
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,20-11-2015,36,183.34
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,23-10-2018,52,109.35
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,17-03-2019,71,269.61
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,13-01-2020,22,181.83
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,24-04-2016,0,59.21
516,L47695,L,297.5,309.2,1715,28,30,0,0,0,0,0,0,15-01-2017,31,223.13
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,03-08-2022,66,150.06
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,18-04-2018,116,104.17
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,12-03-2024,16,200.67
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,17-08-2022,35,241.4
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,01-09-2024,8,64.19
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,23-04-2017,98,297.25
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,07-07-2021,23,263.86
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,03-07-2015,83,270.68
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,15-02-2016,110,60.15
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,04-12-2018,68,105.73
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,13-07-2023,61,185.45
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,21-12-2024,97,79
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,27-01-2024,67,170.25
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,31-01-2017,52,60.41
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,09-02-2020,118,70.44
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,28-04-2018,24,294.37
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,09-12-2019,9,85.44
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,12-11-2024,32,54.12
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,18-03-2017,119,218.95
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,25-04-2023,24,236.64
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,13-08-2021,82,124.39
538,H29951,H,297.4,309.3,1516,43,83,0,0,0,0,0,0,08-02-2018,76,63.2
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,09-08-2021,104,251.76
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,16-03-2017,80,237.46
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,04-02-2018,1,164.83
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,27-10-2020,46,55.76
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,12-10-2020,110,165.99
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,16-01-2022,43,215.38
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,18-12-2015,26,287.43
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,21-01-2023,23,277.4
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,25-01-2016,64,244.14
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,23-07-2021,67,190.11
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,06-06-2024,91,272.4
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,05-02-2020,19,204.7
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,21-01-2016,45,22.31
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,10-03-2020,70,203.19
553,M15412,M,297.4,309.3,1622,35,123,0,0,0,0,0,0,15-10-2021,39,167.86
554,M15413,M,297.4,309.3,1564,36,126,0,0,0,0,0,0,25-03-2024,113,279.31
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,28-12-2021,111,250.42
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,04-09-2018,90,253.22
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,23-10-2021,81,172.9
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,11-05-2018,69,46.85
